team,time,stress,strain
01,0.0,0.04352955708496283,0.1
01,0.14640000000000009,0.04101823648390728,0.1
01,0.29280000000000017,0.03934402274987025,0.1
01,0.43920000000000003,0.036832702148814706,0.1
01,0.5856000000000001,0.03599559528179619,0.1
01,0.732,0.03515848841477767,0.1
01,0.8784000000000001,0.034321381547759156,0.1
01,1.0248,0.033484274680740646,0.1
01,1.1712000000000002,0.03181006094670361,0.1
01,1.3176,0.03264716781372213,0.1
01,1.464,0.03181006094670361,0.1
01,1.6104000000000003,0.030135847212666576,0.1
01,1.7568000000000001,0.030135847212666576,0.1
01,1.9032,0.030135847212666576,0.1
01,2.0496,0.030135847212666576,0.1
01,2.196,0.028461633478629546,0.1
01,2.3424,0.028461633478629546,0.1
01,2.4888,0.028461633478629546,0.1
01,2.6352,0.026787419744592512,0.1
01,2.7816,0.02762452661161103,0.1
01,2.928,0.026787419744592512,0.1
01,3.0744,0.025950312877573996,0.1
01,3.2207999999999997,0.026787419744592512,0.1
01,3.3672000000000004,0.02511320601055548,0.1
01,3.5136000000000003,0.02511320601055548,0.1
01,3.66,0.02511320601055548,0.1
01,3.8064,0.02511320601055548,0.1
01,3.9528,0.024276099143536962,0.1
01,4.0992,0.022601885409499933,0.1
01,4.2456000000000005,0.02511320601055548,0.1
01,4.392,0.02511320601055548,0.1
01,4.5384,0.022601885409499933,0.1
01,4.6848,0.022601885409499933,0.1
01,4.8312,0.022601885409499933,0.1
01,4.9776,0.022601885409499933,0.1
01,5.124,0.022601885409499933,0.1
01,5.2704,0.021764778542481416,0.1
01,5.4168,0.021764778542481416,0.1
01,5.5632,0.021764778542481416,0.1
01,5.7096,0.021764778542481416,0.1
01,5.856,0.0209276716754629,0.1
01,6.0024,0.0209276716754629,0.1
01,6.1488000000000005,0.0209276716754629,0.1
01,6.2952,0.0209276716754629,0.1
01,6.4416,0.021764778542481416,0.1
01,6.588,0.0209276716754629,0.1
01,6.7344,0.020090564808444383,0.1
01,6.8808,0.0209276716754629,0.1
01,7.0272,0.020090564808444383,0.1
01,7.1735999999999995,0.01925345794142587,0.1
01,7.319999999999999,0.01925345794142587,0.1
01,7.466399999999999,0.01925345794142587,0.1
01,7.612800000000001,0.01925345794142587,0.1
01,7.759200000000001,0.020090564808444383,0.1
01,7.905600000000001,0.018416351074407353,0.1
01,8.052,0.01925345794142587,0.1
01,8.1984,0.01925345794142587,0.1
01,8.3448,0.01925345794142587,0.1
01,8.4912,0.01925345794142587,0.1
01,8.637599999999999,0.018416351074407353,0.1
01,8.783999999999999,0.01925345794142587,0.1
01,8.930399999999999,0.01925345794142587,0.1
01,9.076799999999999,0.017579244207388836,0.1
01,9.223199999999999,0.01925345794142587,0.1
01,9.369599999999998,0.01925345794142587,0.1
01,9.516000000000002,0.017579244207388836,0.1
01,9.662400000000002,0.017579244207388836,0.1
01,9.808800000000002,0.017579244207388836,0.1
01,9.955200000000001,0.017579244207388836,0.1
01,10.101600000000001,0.017579244207388836,0.1
01,10.248000000000001,0.017579244207388836,0.1
01,10.394400000000001,0.017579244207388836,0.1
01,10.5408,0.017579244207388836,0.1
01,10.6872,0.017579244207388836,0.1
01,10.8336,0.017579244207388836,0.1
01,10.98,0.017579244207388836,0.1
01,11.1264,0.015067923606333288,0.1
01,11.2728,0.017579244207388836,0.1
01,11.4192,0.017579244207388836,0.1
01,11.5656,0.017579244207388836,0.1
01,11.712,0.015905030473351806,0.1
01,11.8584,0.015905030473351806,0.1
01,12.0048,0.017579244207388836,0.1
01,12.1512,0.015905030473351806,0.1
01,12.2976,0.015905030473351806,0.1
01,12.443999999999999,0.014230816739314773,0.1
01,12.590399999999999,0.015905030473351806,0.1
01,12.736799999999999,0.015905030473351806,0.1
01,12.883199999999999,0.015905030473351806,0.1
01,13.029599999999999,0.017579244207388836,0.1
01,13.175999999999998,0.015067923606333288,0.1
01,13.322400000000002,0.015067923606333288,0.1
01,13.468800000000002,0.015067923606333288,0.1
01,13.615200000000002,0.015067923606333288,0.1
01,13.761600000000001,0.015067923606333288,0.1
01,13.908000000000001,0.014230816739314773,0.1
01,14.054400000000001,0.014230816739314773,0.1
01,14.200800000000001,0.015067923606333288,0.1
01,14.3472,0.015067923606333288,0.1
01,14.4936,0.014230816739314773,0.1
01,14.64,0.015905030473351806,0.1
01,14.7864,0.015067923606333288,0.1
01,14.9328,0.015067923606333288,0.1
01,15.0792,0.017579244207388836,0.1
01,15.2256,0.015905030473351806,0.1
01,15.372,0.015067923606333288,0.1
01,15.5184,0.015067923606333288,0.1
01,15.6648,0.015067923606333288,0.1
01,15.8112,0.014230816739314773,0.1
01,15.9576,0.014230816739314773,0.1
01,16.104,0.014230816739314773,0.1
01,16.250400000000003,0.014230816739314773,0.1
01,16.396800000000002,0.013393709872296256,0.1
01,16.543200000000002,0.015067923606333288,0.1
01,16.689600000000002,0.014230816739314773,0.1
01,16.836000000000002,0.014230816739314773,0.1
01,16.982400000000002,0.015067923606333288,0.1
01,17.128800000000002,0.013393709872296256,0.1
01,17.2752,0.014230816739314773,0.1
01,17.4216,0.013393709872296256,0.1
01,17.568,0.014230816739314773,0.1
01,17.7144,0.014230816739314773,0.1
01,17.8608,0.014230816739314773,0.1
01,18.0072,0.014230816739314773,0.1
01,18.1536,0.013393709872296256,0.1
01,18.3,0.013393709872296256,0.1
01,18.4464,0.013393709872296256,0.1
01,18.5928,0.013393709872296256,0.1
01,18.7392,0.013393709872296256,0.1
01,18.8856,0.013393709872296256,0.1
01,19.032,0.013393709872296256,0.1
01,19.1784,0.014230816739314773,0.1
01,19.3248,0.013393709872296256,0.1
01,19.4712,0.01255660300527774,0.1
01,19.6176,0.013393709872296256,0.1
01,19.764,0.013393709872296256,0.1
01,19.9104,0.013393709872296256,0.1
01,20.056800000000003,0.014230816739314773,0.1
01,20.203200000000002,0.013393709872296256,0.1
01,20.349600000000002,0.013393709872296256,0.1
01,20.496000000000002,0.013393709872296256,0.1
01,20.642400000000002,0.013393709872296256,0.1
01,20.788800000000002,0.013393709872296256,0.1
01,20.935200000000002,0.013393709872296256,0.1
01,21.0816,0.01255660300527774,0.1
01,21.228,0.013393709872296256,0.1
01,21.3744,0.013393709872296256,0.1
