File Path: C:\Users\Drexel\Documents\BMES 301\2022-11-16\Lab4_G05_C 11-16-2022 11 18 39 AM\DAQ- Crosshead, … - (Timed).txt   
Test: Drexel Flexure (3-Point Bend) 134
Test Run: Lab4_G05_C
Date: 11/16/2022 11:17:33 AM


Crosshead 	Load 	Time 
mm	N	sec
0.000406901023097817	4.54101705551147	0.0230000000447035
0.000712076825948316	4.60852766036987	0.0329999998211861
0.00127156579310395	4.80108737945557	0.0430000014603138
0.00183105464657274	5.13823127746582	0.0529999993741512
0.00239054361372837	5.44814157485962	0.063000001013279
0.00305175785797474	5.95298957824707	0.0729999989271164
0.00366210929314548	6.22786235809326	0.0829999968409538
0.00422159837398794	6.54750347137451	0.0930000022053719
0.00478108722745674	6.81930112838745	0.103000000119209
0.00544230124432943	7.11114501953125	0.112999998033047
0.00600179055254557	7.53077173233032	0.123000003397465
0.00656127940601436	7.72877311706543	0.133000001311302
0.00712076825948316	8.07956314086914	0.14300000667572
0.00778198227635585	8.37457370758057	0.152999997138977
0.00829060809337534	8.56703758239746	0.163000002503395
0.00890095998329343	8.88483428955078	0.172999992966652
0.00951131187321153	9.06766700744629	0.18299999833107
0.0101216628536349	9.28668594360352	0.193000003695488
0.0106302895801491	9.64281272888184	0.202999994158745
0.0112406414700672	9.86899089813232	0.212999999523163
0.0118509933599853	10.1472454071045	0.223000004887581
0.0123596191770048	10.3868083953857	0.232999995350838
0.0129191084852209	10.6120443344116	0.243000000715256
0.013529460375139	10.8036813735962	0.252999991178513
0.0141398113555624	11.1686744689941	0.263000011444092
0.0146484371725819	11.1619367599487	0.273000001907349
0.0152587890625	11.4739418029785	0.282999992370605
0.0158182774612214	11.6715288162231	0.293000012636185
0.0163777676789323	11.9205160140991	0.303000003099442
0.0169372560776537	12.1125822067261	0.312999993562698
0.0175476070580771	12.247145652771	0.323000013828278
0.018056234694086	12.5459022521973	0.333000004291534
0.0186157230928075	12.7349863052368	0.342999994754791
0.0192260740732308	13.0093584060669	0.352999985218048
0.0197347017092397	13.1317911148071	0.363000005483627
0.0202941901079612	13.2786464691162	0.372999995946884
0.0209045410883846	13.5165710449219	0.382999986410141
0.021464029487106	13.8326187133789	0.39300000667572
0.0219726571231149	13.8306007385254	0.402999997138977
0.0226338706852403	14.1786298751831	0.412999987602234
0.023244223484653	14.3328514099121	0.423000007867813
0.0237528474826831	14.5816583633423	0.43299999833107
0.024312337700394	14.6514101028442	0.442999988794327
0.0249735512625193	14.9240846633911	0.453000009059906
0.0255330414802302	15.1450414657593	0.462999999523163
0.0260925298789516	15.2972850799561	0.47299998998642
0.026702880859375	15.4549036026001	0.483000010251999
0.0273132318397984	15.7305164337158	0.493000000715256
0.0278727202385198	15.9076499938965	0.503000020980835
0.0284322104562307	16.0670108795166	0.513000011444092
0.0290425632556435	16.2631225585938	0.523000001907349
0.0296529142360669	16.5331268310547	0.532999992370605
0.0302124026347883	16.6735172271729	0.542999982833862
0.0308227536152117	16.8607006072998	0.552999973297119
0.0314331045956351	17.006742477417	0.563000023365021
0.0319925966323353	17.2614269256592	0.573000013828278
0.032552081393078	17.3848876953125	0.583000004291534
0.0331624323735014	17.5687084197998	0.592999994754791
0.0338236495736055	17.7907676696777	0.602999985218048
0.034332275390625	17.8691883087158	0.612999975681305
0.0348917637893464	18.020092010498	0.623000025749207
0.0355529773514718	18.2803115844727	0.633000016212463
0.036112469388172	18.4136638641357	0.64300000667572
0.0366719541489147	18.5881824493408	0.652999997138977
0.0372314461856149	18.8517284393311	0.662999987602234
0.0378926597477403	18.9538249969482	0.672999978065491
0.0383504229830578	19.1785507202148	0.683000028133392
0.0389607739634812	19.3120937347412	0.693000018596649
0.0395711249439046	19.493932723999	0.703000009059906
0.0401306169806048	19.6669597625732	0.712999999523163
0.0406392391596455	19.8438186645508	0.72299998998642
0.0412495901400689	20.0555686950684	0.732999980449677
0.0418599447584711	20.14599609375	0.742999970912933
0.0423685705754906	20.3505668640137	0.753000020980835
0.042928058974212	20.5056076049805	0.763000011444092
0.0435384099546354	20.7526512145996	0.773000001907349
0.0440470394096337	20.9053974151611	0.782999992370605
0.0446065241703764	21.1136035919189	0.792999982833862
0.0452677413704805	21.2032623291016	0.802999973297119
0.0457763671875	21.5005397796631	0.813000023365021
0.0463358555862214	21.6388378143311	0.823000013828278
0.0469462102046236	21.8364734649658	0.833000004291534
0.047556561185047	21.9554481506348	0.842999994754791
0.0480651870020665	22.1686916351318	0.852999985218048
0.0487263969262131	22.299072265625	0.862999975681305
0.0493367515446153	22.5632419586182	0.873000025749207
0.0498453773616347	22.5760688781738	0.883000016212463
0.0504048657603562	22.8589572906494	0.89300000667572
0.0510660829604603	23.0147705078125	0.902999997138977
0.0516764339408837	23.2057113647461	0.912999987602234
0.0521850597579032	23.390926361084	0.922999978065491
0.0527445481566247	23.7046546936035	0.933000028133392
0.05340576171875	23.8424587249756	0.943000018596649
0.0539143875357695	24.0191688537598	0.953000009059906
0.0545247385161929	24.1040458679199	0.962999999523163
0.0551350894966163	24.3137836456299	0.97299998998642
0.0557454404770397	24.5844020843506	0.982999980449677
0.056254069932038	24.7982788085938	0.992999970912933
0.0568644209124614	25.0384216308594	1.00300002098084
0.0574747718928847	25.1981296539307	1.01300001144409
0.0580342602916062	25.4697341918945	1.02300000190735
0.0586446112720296	25.5064086914063	1.03299999237061
0.0592041033087298	25.6040210723877	1.04299998283386
0.0598144542891532	25.9178981781006	1.05299997329712
0.0603230764681939	26.1332874298096	1.06299996376038
0.0609334310865961	26.3087673187256	1.07299995422363
0.0615437820670195	26.4432048797607	1.08299994468689
0.0621032741037197	26.6576118469238	1.09300005435944
0.0626118999207392	26.7708587646484	1.10300004482269
0.0632222509011626	27.0946025848389	1.11300003528595
0.063832601881586	27.1480178833008	1.12300002574921
0.0643412276986055	27.3926658630371	1.13300001621246
0.0649007197353058	27.5713653564453	1.14300000667572
0.0655619296594523	27.6940402984619	1.15299999713898
0.0660705554764718	28.0017929077148	1.16299998760223
0.0666300402372144	28.1464710235596	1.17299997806549
0.0672912574373186	28.2738819122314	1.18299996852875
0.0677998905302957	28.4386730194092	1.192999958992
0.0683593752910383	28.7323379516602	1.20299994945526
0.0689697262714617	28.8945045471191	1.21300005912781
0.0695800772518851	29.0382595062256	1.22300004959106
0.0701395620126277	29.3491802215576	1.23300004005432
0.0706990613252856	29.4139537811279	1.24300003051758
0.071309412305709	29.7244930267334	1.25300002098084
0.0718688970664516	29.9011859893799	1.26300001144409
0.0724283818271942	30.0438957214355	1.27300000190735
